Ensembl Gene ID	Associated Gene Name	Description
ENSDARG00000045230	cox6b1	cytochrome c oxidase subunit VIb polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040718-448]
ENSDARG00000074356	fxn	frataxin [Source:ZFIN;Acc:ZDB-GENE-070209-286]
ENSDARG00000045155	phf5a	PHD finger protein 5A [Source:ZFIN;Acc:ZDB-GENE-021219-3]
ENSDARG00000096904	si:dkeyp-100a5.4	si:dkeyp-100a5.4 [Source:ZFIN;Acc:ZDB-GENE-131122-37]
ENSDARG00000099465	rnf213a	ring finger protein 213a [Source:ZFIN;Acc:ZDB-GENE-050302-100]
ENSDARG00000006640	eomesa	eomesodermin homolog a [Source:ZFIN;Acc:ZDB-GENE-001228-1]
ENSDARG00000020693	sesn1	sestrin 1 [Source:ZFIN;Acc:ZDB-GENE-040718-408]
ENSDARG00000004757	ybx1	Y box binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-000629-3]
ENSDARG00000092773	si:dkey-58b18.2	si:dkey-58b18.2 [Source:ZFIN;Acc:ZDB-GENE-070912-562]
ENSDARG00000043857	ufm1	ubiquitin-fold modifier 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2930]
ENSDARG00000055238	kif17	kinesin family member 17 [Source:ZFIN;Acc:ZDB-GENE-080724-12]
ENSDARG00000013078	ywhaba	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide a [Source:ZFIN;Acc:ZDB-GENE-030131-6583]
ENSDARG00000025576	mkln1	muskelin 1, intracellular mediator containing kelch motifs [Source:ZFIN;Acc:ZDB-GENE-030131-3942]
ENSDARG00000052419	ankrd12	ankyrin repeat domain 12 [Source:ZFIN;Acc:ZDB-GENE-040426-846]
ENSDARG00000033046	ccni2	cyclin I family, member 2 [Source:ZFIN;Acc:ZDB-GENE-081106-2]
ENSDARG00000036051	irx4b	iroquois homeobox 4b [Source:ZFIN;Acc:ZDB-GENE-040712-4]
ENSDARG00000105268	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000103750	si:ch211-246m6.5	si:ch211-246m6.5 [Source:ZFIN;Acc:ZDB-GENE-050208-577]
ENSDARG00000007836	ctsla	cathepsin La [Source:ZFIN;Acc:ZDB-GENE-030131-106]
ENSDARG00000062672	si:dkey-100n10.2	si:dkey-100n10.2 [Source:ZFIN;Acc:ZDB-GENE-121214-60]
ENSDARG00000084802	SNORD52	Small nucleolar RNA SNORD52 [Source:RFAM;Acc:RF00276]
ENSDARG00000101518	frem2b	
ENSDARG00000043085	alox5b.1	arachidonate 5-lipoxygenase b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-131219-3]
ENSDARG00000006385	triobpb	TRIO and F-actin binding protein b [Source:ZFIN;Acc:ZDB-GENE-061215-80]
ENSDARG00000095592	si:dkey-11o15.5	si:dkey-11o15.5 [Source:ZFIN;Acc:ZDB-GENE-091204-172]
ENSDARG00000082439	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000070674	psmd6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1038]
ENSDARG00000039363	dnajb12a	DnaJ (Hsp40) homolog, subfamily B, member 12a [Source:ZFIN;Acc:ZDB-GENE-030131-2725]
ENSDARG00000015006	dnm1l	dynamin 1-like [Source:ZFIN;Acc:ZDB-GENE-040426-1556]
ENSDARG00000090466	SNORA5	Small nucleolar RNA SNORA5 [Source:RFAM;Acc:RF00392]
ENSDARG00000078902	rims1b	regulating synaptic membrane exocytosis 1b [Source:ZFIN;Acc:ZDB-GENE-101223-4]
ENSDARG00000099340	CR936442.1	
ENSDARG00000071449	itfg3	integrin alpha FG-GAP repeat containing 3 [Source:ZFIN;Acc:ZDB-GENE-091204-17]
ENSDARG00000006925	si:dkey-58b18.3	si:dkey-58b18.3 [Source:ZFIN;Acc:ZDB-GENE-070912-563]
ENSDARG00000091466	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000095795	si:ch73-116o1.3	si:ch73-116o1.3 [Source:ZFIN;Acc:ZDB-GENE-110411-144]
ENSDARG00000035910	znf281b	zinc finger protein 281b [Source:ZFIN;Acc:ZDB-GENE-050220-1]
ENSDARG00000014244	rbmx	RNA binding motif protein, X-linked [Source:ZFIN;Acc:ZDB-GENE-030131-579]
ENSDARG00000081368	SNORD52	Small nucleolar RNA SNORD52 [Source:RFAM;Acc:RF00276]
ENSDARG00000056394	TOM1L2	target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984]
ENSDARG00000080481	SNORA5	Small nucleolar RNA SNORA5 [Source:RFAM;Acc:RF00392]
ENSDARG00000092624	SPTBN4	spectrin, beta, non-erythrocytic 4 [Source:HGNC Symbol;Acc:HGNC:14896]
ENSDARG00000085831	SNORD52	Small nucleolar RNA SNORD52 [Source:RFAM;Acc:RF00276]
ENSDARG00000079329	rfwd2	ring finger and WD repeat domain 2 [Source:ZFIN;Acc:ZDB-GENE-070410-134]
ENSDARG00000043081	ctsz	cathepsin Z [Source:ZFIN;Acc:ZDB-GENE-041010-139]
ENSDARG00000083719	SNORD52	Small nucleolar RNA SNORD52 [Source:RFAM;Acc:RF00276]
ENSDARG00000057272	slc30a9	solute carrier family 30 (zinc transporter), member 9 [Source:ZFIN;Acc:ZDB-GENE-040724-254]
ENSDARG00000087165	si:dkeyp-69c1.7	si:dkeyp-69c1.7 [Source:ZFIN;Acc:ZDB-GENE-091204-69]
ENSDARG00000083712	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000092552	fndc7rs2	fibronectin type III domain containing 7, related sequence 2 [Source:ZFIN;Acc:ZDB-GENE-070912-651]
ENSDARG00000061992	dot1l	DOT1-like histone H3K79 methyltransferase [Source:ZFIN;Acc:ZDB-GENE-060503-341]
ENSDARG00000088258	CABZ01038499.1	
ENSDARG00000098749	tbcd	tubulin folding cofactor D [Source:ZFIN;Acc:ZDB-GENE-060823-1]
ENSDARG00000102789	BX470117.1	
ENSDARG00000009511	tnfa	tumor necrosis factor a (TNF superfamily, member 2) [Source:ZFIN;Acc:ZDB-GENE-050317-1]
ENSDARG00000097061	si:dkey-161j23.9	si:dkey-161j23.9 [Source:ZFIN;Acc:ZDB-GENE-131120-101]
ENSDARG00000007842	MCHR2 (1 of 2)	melanin-concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]
ENSDARG00000037746	actb1	actin, beta 1 [Source:ZFIN;Acc:ZDB-GENE-000329-1]
ENSDARG00000101052	HOTTIP_2	HOXA transcript at the distal tip, conserved region 2 [Source:RFAM;Acc:RF02041]
ENSDARG00000092725	si:dkey-188i13.8	si:dkey-188i13.8 [Source:ZFIN;Acc:ZDB-GENE-090312-93]
ENSDARG00000035810	rgcc	regulator of cell cycle [Source:ZFIN;Acc:ZDB-GENE-040704-31]
ENSDARG00000020785	lama4	laminin, alpha 4 [Source:ZFIN;Acc:ZDB-GENE-040724-213]
ENSDARG00000094691	si:dkey-58b18.10	si:dkey-58b18.10 [Source:ZFIN;Acc:ZDB-GENE-070912-560]
ENSDARG00000069869	zgc:113030	zgc:113030 [Source:ZFIN;Acc:ZDB-GENE-050522-528]
ENSDARG00000052919	adrb3b	adrenoceptor beta 3b [Source:ZFIN;Acc:ZDB-GENE-081022-154]
ENSDARG00000028164	cst14a.1	cystatin 14a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-141031-1]
ENSDARG00000025728	grin1b	glutamate receptor, ionotropic, N-methyl D-aspartate 1b [Source:ZFIN;Acc:ZDB-GENE-051202-2]
ENSDARG00000091001	mycbp	c-myc binding protein [Source:ZFIN;Acc:ZDB-GENE-060331-97]
ENSDARG00000097102	si:ch73-281n10.2	si:ch73-281n10.2 [Source:ZFIN;Acc:ZDB-GENE-131120-172]
ENSDARG00000098205	pimr77	Pim proto-oncogene, serine/threonine kinase, related 77 [Source:ZFIN;Acc:ZDB-GENE-060503-119]
ENSDARG00000003615	slc26a3.2	solute carrier family 26 (anion exchanger), member 3, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-041210-179]
ENSDARG00000059362	ptrfb	polymerase I and transcript release factor b [Source:ZFIN;Acc:ZDB-GENE-030131-5509]
ENSDARG00000042874	phlda2	pleckstrin homology-like domain, family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-050522-73]
ENSDARG00000032606	sept8a	septin 8a [Source:ZFIN;Acc:ZDB-GENE-030131-309]
ENSDARG00000097095	si:ch73-65n21.3	si:ch73-65n21.3 [Source:ZFIN;Acc:ZDB-GENE-131121-372]
ENSDARG00000039041	sfrp5	secreted frizzled-related protein 5 [Source:ZFIN;Acc:ZDB-GENE-011108-2]
ENSDARG00000040407	usp22	ubiquitin specific peptidase 22 [Source:ZFIN;Acc:ZDB-GENE-060512-211]
ENSDARG00000069767	pvrl1a	poliovirus receptor-related 1a [Source:ZFIN;Acc:ZDB-GENE-090224-1]
ENSDARG00000070161	vamp3	vesicle-associated membrane protein 3 (cellubrevin) [Source:ZFIN;Acc:ZDB-GENE-040625-45]
ENSDARG00000000796	nr4a1	nuclear receptor subfamily 4, group A, member 1 [Source:ZFIN;Acc:ZDB-GENE-040704-11]
ENSDARG00000097040	si:dkey-146l2.3	si:dkey-146l2.3 [Source:ZFIN;Acc:ZDB-GENE-131127-350]
ENSDARG00000090104	zgc:174353	zgc:174353 [Source:ZFIN;Acc:ZDB-GENE-071004-121]
ENSDARG00000092107	si:ch211-153m11.1	si:ch211-153m11.1 [Source:ZFIN;Acc:ZDB-GENE-070424-134]
ENSDARG00000103545	tctex1d1	Tctex1 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040912-49]
ENSDARG00000019949	serpinh1b	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b [Source:ZFIN;Acc:ZDB-GENE-990415-93]
ENSDARG00000099138	btr29	bloodthirsty-related gene family, member 29 [Source:ZFIN;Acc:ZDB-GENE-090512-2]
ENSDARG00000077881	chl1a	cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201]
ENSDARG00000042129	zp3a.1	zona pellucida glycoprotein 3a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040727-1]
ENSDARG00000089139	C25H11orf74	chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:25142]
ENSDARG00000040838	dcun1d2a	DCN1, defective in cullin neddylation 1, domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-020416-2]
ENSDARG00000029928	ap3m1	adaptor-related protein complex 3, mu 1 subunit [Source:ZFIN;Acc:ZDB-GENE-021015-2]
ENSDARG00000043179	bag4	BCL2-associated athanogene 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5484]
ENSDARG00000099122	naa38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:ZFIN;Acc:ZDB-GENE-030131-7762]
ENSDARG00000099988	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000056531	nutf2	nuclear transport factor 2 [Source:ZFIN;Acc:ZDB-GENE-041010-77]
ENSDARG00000058503	flt3	fms-related tyrosine kinase 3 [Source:ZFIN;Acc:ZDB-GENE-050114-4]
ENSDARG00000103948	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000099559	mir196a-2	microRNA 196a-2 [Source:ZFIN;Acc:ZDB-GENE-041217-20]
ENSDARG00000061719	si:dkey-23p11.2	si:dkey-23p11.2 [Source:ZFIN;Acc:ZDB-GENE-100427-4]
ENSDARG00000011640	syt5b	synaptotagmin Vb [Source:ZFIN;Acc:ZDB-GENE-050522-134]
ENSDARG00000024365	crlf1a	cytokine receptor-like factor 1a [Source:ZFIN;Acc:ZDB-GENE-040718-397]
ENSDARG00000004672	ptk2ab	protein tyrosine kinase 2ab [Source:ZFIN;Acc:ZDB-GENE-020114-1]
ENSDARG00000105009	ddah2	dimethylarginine dimethylaminohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-913]
ENSDARG00000020541	ism1	isthmin 1 [Source:ZFIN;Acc:ZDB-GENE-050523-3]
ENSDARG00000103117	tmprss4a	transmembrane protease, serine 4a [Source:ZFIN;Acc:ZDB-GENE-061103-631]
ENSDARG00000062530	ASTE1 (1 of 2)	asteroid homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25021]
ENSDARG00000017809	stard3	StAR-related lipid transfer (START) domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-001120-2]
ENSDARG00000084582	SNORD52	Small nucleolar RNA SNORD52 [Source:RFAM;Acc:RF00276]
ENSDARG00000103516	sec24c	SEC24 family member C [Source:ZFIN;Acc:ZDB-GENE-030131-4487]
ENSDARG00000095533	si:ch211-198c19.3	si:ch211-198c19.3 [Source:ZFIN;Acc:ZDB-GENE-100922-226]
ENSDARG00000061051	BRINP3 (1 of 3)	bone morphogenetic protein/retinoic acid inducible neural-specific 3 [Source:HGNC Symbol;Acc:HGNC:22393]
ENSDARG00000056378	ifi30	interferon, gamma-inducible protein 30 [Source:ZFIN;Acc:ZDB-GENE-030131-8447]
ENSDARG00000099019	si:ch211-30g3.8	si:ch211-30g3.8 [Source:ZFIN;Acc:ZDB-GENE-060526-171]
ENSDARG00000003732	mitfa	microphthalmia-associated transcription factor a [Source:ZFIN;Acc:ZDB-GENE-990910-11]
ENSDARG00000099753	zgc:63863	zgc:63863 [Source:ZFIN;Acc:ZDB-GENE-040426-1278]
ENSDARG00000088390	nme4	NME/NM23 nucleoside diphosphate kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1043]
ENSDARG00000058644	dnajb2	DnaJ (Hsp40) homolog, subfamily B, member 2 [Source:ZFIN;Acc:ZDB-GENE-061013-537]
ENSDARG00000056985	tpte	transmembrane phosphatase with tensin homology [Source:ZFIN;Acc:ZDB-GENE-030131-5503]
ENSDARG00000022599	dnpep	aspartyl aminopeptidase [Source:ZFIN;Acc:ZDB-GENE-040426-852]
ENSDARG00000099634	elna	elastin a [Source:ZFIN;Acc:ZDB-GENE-061212-1]
ENSDARG00000094152	si:dkey-27d5.5	si:dkey-27d5.5 [Source:ZFIN;Acc:ZDB-GENE-141216-32]
ENSDARG00000096755	si:ch211-202p1.5	si:ch211-202p1.5 [Source:ZFIN;Acc:ZDB-GENE-080917-41]
ENSDARG00000068787	slc6a17	solute carrier family 6 (neutral amino acid transporter), member 17 [Source:ZFIN;Acc:ZDB-GENE-030131-8187]
ENSDARG00000016695	p2rx1	purinergic receptor P2X, ligand-gated ion channel, 1 [Source:ZFIN;Acc:ZDB-GENE-030319-1]
ENSDARG00000077516	RECQL4	RecQ protein-like 4 [Source:HGNC Symbol;Acc:HGNC:9949]
ENSDARG00000099470	muc5.3	mucin 5.3 [Source:ZFIN;Acc:ZDB-GENE-040426-1562]
ENSDARG00000022763	hpcal1	hippocalcin-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1242]
ENSDARG00000044597	C21H17orf85	chromosome 17 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:24612]
ENSDARG00000073793	BX927234.1	
ENSDARG00000100637	si:ch211-106g8.41	si:ch211-106g8.41 [Source:ZFIN;Acc:ZDB-GENE-141212-32]
ENSDARG00000006356	slc18a3a	solute carrier family 18 (vesicular acetylcholine transporter), member 3a [Source:ZFIN;Acc:ZDB-GENE-060929-990]
ENSDARG00000038834	etfdh	electron-transferring-flavoprotein dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-040912-168]
ENSDARG00000100345	si:ch211-106g8.32	si:ch211-106g8.32 [Source:ZFIN;Acc:ZDB-GENE-141212-49]
ENSDARG00000093441	pimr91	Pim proto-oncogene, serine/threonine kinase, related 91 [Source:ZFIN;Acc:ZDB-GENE-060503-17]
ENSDARG00000035835	eef2k	eukaryotic elongation factor 2 kinase [Source:ZFIN;Acc:ZDB-GENE-020916-2]
ENSDARG00000094884	si:dkey-27d5.9	si:dkey-27d5.9 [Source:ZFIN;Acc:ZDB-GENE-141216-45]
ENSDARG00000054272	caprin1b	cell cycle associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2020]
ENSDARG00000023443	tjp2b	tight junction protein 2b (zona occludens 2) [Source:ZFIN;Acc:ZDB-GENE-040718-58]
ENSDARG00000099027	si:ch211-106g8.8	si:ch211-106g8.8 [Source:ZFIN;Acc:ZDB-GENE-141212-40]
ENSDARG00000105099	golga7bb	golgin A7 family, member Bb [Source:ZFIN;Acc:ZDB-GENE-090312-173]
ENSDARG00000102581	si:dkeyp-44b5.5	si:dkeyp-44b5.5 [Source:ZFIN;Acc:ZDB-GENE-120703-49]
ENSDARG00000019000	smc3	structural maintenance of chromosomes 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3196]
ENSDARG00000062618	si:ch211-23l10.2	si:ch211-23l10.2 [Source:ZFIN;Acc:ZDB-GENE-091118-79]
ENSDARG00000076393	tmem65	transmembrane protein 65 [Source:ZFIN;Acc:ZDB-GENE-081022-99]
ENSDARG00000071565	hnf4g	hepatocyte nuclear factor 4, gamma [Source:ZFIN;Acc:ZDB-GENE-060929-100]
ENSDARG00000075252	phrf1	PHD and ring finger domains 1 [Source:ZFIN;Acc:ZDB-GENE-030131-624]
ENSDARG00000030733	b3gat2	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:ZFIN;Acc:ZDB-GENE-040801-191]
ENSDARG00000089182	zgc:91850	zgc:91850 [Source:ZFIN;Acc:ZDB-GENE-040801-211]
ENSDARG00000102245	tk1	thymidine kinase 1, soluble [Source:ZFIN;Acc:ZDB-GENE-030131-5801]
ENSDARG00000093633	si:dkey-9p20.17	si:dkey-9p20.17 [Source:ZFIN;Acc:ZDB-GENE-070705-514]
ENSDARG00000015869	slc22a16	solute carrier family 22 (organic cation/carnitine transporter), member 16 [Source:ZFIN;Acc:ZDB-GENE-041001-166]
ENSDARG00000070673	ptgr2	prostaglandin reductase 2 [Source:ZFIN;Acc:ZDB-GENE-050506-71]
ENSDARG00000094508	si:dkey-21o19.8	si:dkey-21o19.8 [Source:ZFIN;Acc:ZDB-GENE-090312-13]
ENSDARG00000058535	FFAR2 (1 of 5)	free fatty acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:4501]
ENSDARG00000014522	cdh6	cadherin 6 [Source:ZFIN;Acc:ZDB-GENE-050320-92]
ENSDARG00000020176	ZBTB22 (2 of 2)	zinc finger and BTB domain containing 22 [Source:HGNC Symbol;Acc:HGNC:13085]
ENSDARG00000099174	si:dkey-8o9.3	si:dkey-8o9.3 [Source:ZFIN;Acc:ZDB-GENE-120709-14]
ENSDARG00000001994	stxbp1a	syntaxin binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-050626-106]
ENSDARG00000094277	mrpl44	mitochondrial ribosomal protein L44 [Source:ZFIN;Acc:ZDB-GENE-050913-59]
ENSDARG00000020417	emx3	empty spiracles homeobox 3 [Source:ZFIN;Acc:ZDB-GENE-990415-53]
ENSDARG00000038609	mpz	myelin protein zero [Source:ZFIN;Acc:ZDB-GENE-010724-4]
ENSDARG00000102130	si:dkey-16b10.3	si:dkey-16b10.3 [Source:ZFIN;Acc:ZDB-GENE-120709-26]
ENSDARG00000038176	cyb561	cytochrome b561 [Source:ZFIN;Acc:ZDB-GENE-070713-3]
ENSDARG00000099500	CLEC3B (2 of 2)	C-type lectin domain family 3, member B [Source:HGNC Symbol;Acc:HGNC:11891]
ENSDARG00000101927	si:ch1073-362i17.1	si:ch1073-362i17.1 [Source:ZFIN;Acc:ZDB-GENE-131127-422]
ENSDARG00000059361	slc39a4	solute carrier family 39 (zinc transporter), member 4 [Source:ZFIN;Acc:ZDB-GENE-060315-8]
ENSDARG00000097326	si:dkeyp-14f10.3	si:dkeyp-14f10.3 [Source:ZFIN;Acc:ZDB-GENE-131127-529]
ENSDARG00000094815	si:ch73-49p17.1	si:ch73-49p17.1 [Source:ZFIN;Acc:ZDB-GENE-081107-45]
ENSDARG00000092940	si:dkey-9p20.24	si:dkey-9p20.24 [Source:ZFIN;Acc:ZDB-GENE-070705-518]
ENSDARG00000021257	eif3d	eukaryotic translation initiation factor 3, subunit D [Source:ZFIN;Acc:ZDB-GENE-030131-8442]
ENSDARG00000100821	scrt1a	scratch family zinc finger 1a [Source:ZFIN;Acc:ZDB-GENE-080219-30]
ENSDARG00000052121	rag2	recombination activating gene 2 [Source:ZFIN;Acc:ZDB-GENE-990415-235]
ENSDARG00000093653	si:dkey-58b18.6	si:dkey-58b18.6 [Source:ZFIN;Acc:ZDB-GENE-070912-566]
ENSDARG00000075416	HSCB	HscB mitochondrial iron-sulfur cluster co-chaperone [Source:HGNC Symbol;Acc:HGNC:28913]
ENSDARG00000053644	got1l1	glutamic-oxaloacetic transaminase 1-like 1 [Source:ZFIN;Acc:ZDB-GENE-060929-556]
ENSDARG00000101891	arid1ab	AT rich interactive domain 1Ab (SWI-like) [Source:ZFIN;Acc:ZDB-GENE-030131-5725]
ENSDARG00000077368	slc30a6	solute carrier family 30 (zinc transporter), member 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1838]
ENSDARG00000013014	or101-1	odorant receptor, family B, subfamily 101, member 1 [Source:ZFIN;Acc:ZDB-GENE-990415-190]
ENSDARG00000098221	st8sia1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-051005-1]
ENSDARG00000088009	si:dkey-27d5.6	si:dkey-27d5.6 [Source:ZFIN;Acc:ZDB-GENE-141216-43]
ENSDARG00000101109	cldn15b	claudin 15b [Source:ZFIN;Acc:ZDB-GENE-060421-7652]
ENSDARG00000061504	kdm4c	lysine (K)-specific demethylase 4C [Source:ZFIN;Acc:ZDB-GENE-070209-38]
ENSDARG00000101721	PLA2G4C (4 of 4)	phospholipase A2, group IVC (cytosolic, calcium-independent) [Source:HGNC Symbol;Acc:HGNC:9037]
ENSDARG00000022767	apobb.1	apolipoprotein Bb, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9732]
ENSDARG00000030402	twist1a	twist family bHLH transcription factor 1a [Source:ZFIN;Acc:ZDB-GENE-000210-6]
ENSDARG00000001127	slc17a6a	solute carrier family 17 (vesicular glutamate transporter), member 6a [Source:ZFIN;Acc:ZDB-GENE-050105-4]
ENSDARG00000097084	si:zfos-1714f5.4	si:zfos-1714f5.4 [Source:ZFIN;Acc:ZDB-GENE-131127-462]
ENSDARG00000105003	scn1bb	sodium channel, voltage-gated, type I, beta b [Source:ZFIN;Acc:ZDB-GENE-090408-1]
ENSDARG00000093076	si:dkey-58b18.5	si:dkey-58b18.5 [Source:ZFIN;Acc:ZDB-GENE-070912-565]
ENSDARG00000098386	ctps1b	CTP synthase 1b [Source:ZFIN;Acc:ZDB-GENE-040801-160]
ENSDARG00000004307	lypd6	LY6/PLAUR domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-040912-117]
ENSDARG00000077469	polr1b	polymerase (RNA) I polypeptide B [Source:ZFIN;Acc:ZDB-GENE-040426-1598]
ENSDARG00000062314	rasl10a	RAS-like, family 10, member A [Source:ZFIN;Acc:ZDB-GENE-060526-273]
ENSDARG00000074869	si:ch1073-291c23.2	si:ch1073-291c23.2 [Source:ZFIN;Acc:ZDB-GENE-081107-2]
ENSDARG00000077668	FO681287.1	
ENSDARG00000051902	prmt7	protein arginine methyltransferase 7 [Source:ZFIN;Acc:ZDB-GENE-040426-1560]
ENSDARG00000097824	smco4	single-pass membrane protein with coiled-coil domains 4 [Source:ZFIN;Acc:ZDB-GENE-131121-542]
ENSDARG00000057209	lppr5a	lipid phosphate phosphatase-related protein type 5a [Source:ZFIN;Acc:ZDB-GENE-070705-281]
ENSDARG00000093628	s100a11	S100 calcium binding protein A11 [Source:ZFIN;Acc:ZDB-GENE-070717-5]
ENSDARG00000077327	ano11	anoctamin 11 [Source:ZFIN;Acc:ZDB-GENE-090313-245]
ENSDARG00000095739	si:ch211-131e11.21	si:ch211-131e11.21 [Source:ZFIN;Acc:ZDB-GENE-070912-55]
ENSDARG00000086326	ANKRD28 (2 of 2)	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]
ENSDARG00000071906	sec24b	SEC24 family member B [Source:ZFIN;Acc:ZDB-GENE-030131-6565]
ENSDARG00000093576	si:dkey-9p20.19	si:dkey-9p20.19 [Source:ZFIN;Acc:ZDB-GENE-070705-516]
ENSDARG00000068915	si:ch73-42k18.1	si:ch73-42k18.1 [Source:ZFIN;Acc:ZDB-GENE-141215-12]
ENSDARG00000062506	zc3h18	zinc finger CCCH-type containing 18 [Source:ZFIN;Acc:ZDB-GENE-050419-13]
ENSDARG00000100839	BX649384.2	
ENSDARG00000031228	podxl	podocalyxin-like [Source:ZFIN;Acc:ZDB-GENE-030131-2805]
ENSDARG00000099676	si:ch211-30g3.4	si:ch211-30g3.4 [Source:ZFIN;Acc:ZDB-GENE-060531-63]
ENSDARG00000103287	BX571837.1	
ENSDARG00000052390	tmed8	transmembrane emp24 protein transport domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-050522-283]
ENSDARG00000099433	si:ch211-30g3.6	si:ch211-30g3.6 [Source:ZFIN;Acc:ZDB-GENE-060526-170]
ENSDARG00000026519	ralgps2	Ral GEF with PH domain and SH3 binding motif 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1212]
ENSDARG00000005315	celf1	cugbp, Elav-like family member 1 [Source:ZFIN;Acc:ZDB-GENE-000501-1]
ENSDARG00000035169	layna	layilin a [Source:ZFIN;Acc:ZDB-GENE-070705-452]
ENSDARG00000053665	gabrg2	gamma-aminobutyric acid (GABA) A receptor, gamma 2 [Source:ZFIN;Acc:ZDB-GENE-091118-65]
ENSDARG00000091847	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]
ENSDARG00000095000	zgc:174354	zgc:174354 [Source:ZFIN;Acc:ZDB-GENE-080218-8]
ENSDARG00000094615	si:dkey-9p20.18	si:dkey-9p20.18 [Source:ZFIN;Acc:ZDB-GENE-070705-515]
ENSDARG00000092573	si:ch211-3o3.8	si:ch211-3o3.8 [Source:ZFIN;Acc:ZDB-GENE-081104-230]
ENSDARG00000099115	MYH7 (4 of 7)	myosin, heavy chain 7, cardiac muscle, beta [Source:HGNC Symbol;Acc:HGNC:7577]
ENSDARG00000097831	si:ch73-15b2.3	si:ch73-15b2.3 [Source:ZFIN;Acc:ZDB-GENE-131121-639]
ENSDARG00000099312	hn1b	hematological and neurological expressed 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2784]
ENSDARG00000071014	s100u	S100 calcium binding protein U [Source:ZFIN;Acc:ZDB-GENE-030131-3121]
ENSDARG00000103876	si:ch211-106g8.40	si:ch211-106g8.40 [Source:ZFIN;Acc:ZDB-GENE-141212-57]
ENSDARG00000086173	relb	v-rel avian reticuloendotheliosis viral oncogene homolog B [Source:ZFIN;Acc:ZDB-GENE-030131-9531]
ENSDARG00000014311	athl1	ATH1, acid trehalase-like 1 (yeast) [Source:ZFIN;Acc:ZDB-GENE-061103-319]
ENSDARG00000089016	mapkapk3	mitogen-activated protein kinase-activated protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-061215-124]
ENSDARG00000092309	si:dkey-22o20.2	si:dkey-22o20.2 [Source:ZFIN;Acc:ZDB-GENE-050419-155]
ENSDARG00000069404	pln	phospholamban [Source:ZFIN;Acc:ZDB-GENE-060503-603]
ENSDARG00000071345	mgst2	microsomal glutathione S-transferase 2 [Source:ZFIN;Acc:ZDB-GENE-060616-94]
